
sumar_lista,10,5.245208740234375e-06
sumar_tupla,10,9.059906005859375e-06
sumar_objeto,10,5.340576171875e-05
sumar_usando_yield,10,1.0967254638671875e-05
sumar_conjunto,10,1.4066696166992188e-05
sumar_valores_diccionario,10,1.3828277587890625e-05
sumar_numpy_array,10,8.797645568847656e-05
sumar_pandas_series,10,0.0004520416259765625
sumar_polars_series,10,0.005427837371826172
sumar_lista,1000,9.799003601074219e-05
sumar_tupla,1000,0.00018262863159179688
sumar_objeto,1000,0.0011320114135742188
sumar_usando_yield,1000,0.00011992454528808594
sumar_conjunto,1000,0.0002570152282714844
sumar_valores_diccionario,1000,0.00017786026000976562
sumar_numpy_array,1000,6.389617919921875e-05
sumar_pandas_series,1000,0.0003540515899658203
sumar_polars_series,1000,0.0008389949798583984
sumar_lista,10000,0.0014081001281738281
sumar_tupla,10000,0.0019030570983886719
sumar_objeto,10000,0.008466958999633789
sumar_usando_yield,10000,0.002145051956176758
sumar_conjunto,10000,0.0010716915130615234
sumar_valores_diccionario,10000,0.0016949176788330078
sumar_numpy_array,10000,0.00010395050048828125
sumar_pandas_series,10000,0.008329153060913086
sumar_polars_series,10000,0.0013020038604736328
sumar_lista,100000,0.00775909423828125
sumar_tupla,100000,0.0216062068939209
sumar_objeto,100000,0.06750106811523438
sumar_usando_yield,100000,0.014042139053344727
sumar_conjunto,100000,0.008906841278076172
sumar_valores_diccionario,100000,0.02331686019897461
sumar_numpy_array,100000,0.0001952648162841797
sumar_pandas_series,100000,0.00035381317138671875
sumar_polars_series,100000,0.01740741729736328
sumar_lista,1000000,0.09601521492004395
sumar_tupla,1000000,0.10558104515075684
sumar_objeto,1000000,0.9006640911102295
sumar_usando_yield,1000000,0.06337881088256836
sumar_conjunto,1000000,0.08592104911804199
sumar_valores_diccionario,1000000,0.20403409004211426
sumar_numpy_array,1000000,0.0023870468139648438
sumar_pandas_series,1000000,0.002513885498046875
sumar_polars_series,1000000,0.09356999397277832
sumar_lista,5000000,0.40066981315612793
sumar_tupla,5000000,0.6988480091094971
sumar_objeto,5000000,6.365625858306885
sumar_usando_yield,5000000,0.35143589973449707
sumar_conjunto,5000000,0.4492778778076172
sumar_valores_diccionario,5000000,0.6485562324523926
sumar_numpy_array,5000000,0.013271093368530273
sumar_pandas_series,5000000,0.02349686622619629
sumar_polars_series,5000000,1.146169662475586
sumar_lista,10,9.059906005859375e-06
sumar_tupla,10,9.059906005859375e-06
sumar_objeto,10,4.1961669921875e-05
sumar_usando_yield,10,6.9141387939453125e-06
sumar_conjunto,10,5.0067901611328125e-06
sumar_valores_diccionario,10,7.867813110351562e-06
sumar_numpy_array,10,4.8160552978515625e-05
sumar_pandas_series,10,0.0002300739288330078
sumar_polars_series,10,7.700920104980469e-05
sumar_lista,1000,6.318092346191406e-05
sumar_tupla,1000,9.393692016601562e-05
sumar_objeto,1000,0.00043392181396484375
sumar_usando_yield,1000,7.390975952148438e-05
sumar_conjunto,1000,5.078315734863281e-05
sumar_valores_diccionario,1000,8.702278137207031e-05
sumar_numpy_array,1000,4.100799560546875e-05
sumar_pandas_series,1000,0.00021767616271972656
sumar_polars_series,1000,0.00012302398681640625
sumar_lista,10000,0.0006821155548095703
sumar_tupla,10000,0.000926971435546875
sumar_objeto,10000,0.0044591426849365234
sumar_usando_yield,10000,0.005079030990600586
sumar_conjunto,10000,0.0005099773406982422
sumar_valores_diccionario,10000,0.0010950565338134766
sumar_numpy_array,10000,6.580352783203125e-05
sumar_pandas_series,10000,0.0006699562072753906
sumar_polars_series,10000,0.0006899833679199219
sumar_lista,100000,0.006606101989746094
sumar_tupla,100000,0.01051187515258789
sumar_objeto,100000,0.06283378601074219
sumar_usando_yield,100000,0.01307225227355957
sumar_conjunto,100000,0.006330013275146484
sumar_valores_diccionario,100000,0.03149104118347168
sumar_numpy_array,100000,0.00022077560424804688
sumar_pandas_series,100000,0.0004227161407470703
sumar_polars_series,100000,0.014831066131591797
sumar_lista,1000000,0.10293793678283691
sumar_tupla,1000000,0.12032103538513184
sumar_objeto,1000000,0.9045078754425049
sumar_usando_yield,1000000,0.07217884063720703
sumar_conjunto,1000000,0.08996081352233887
sumar_valores_diccionario,1000000,0.11075997352600098
sumar_numpy_array,1000000,0.002203702926635742
sumar_pandas_series,1000000,0.002680063247680664
sumar_polars_series,1000000,0.07555699348449707
sumar_lista,5000000,0.4350898265838623
sumar_tupla,5000000,0.523845911026001
sumar_objeto,5000000,4.714201927185059
sumar_usando_yield,5000000,0.35545897483825684
sumar_conjunto,5000000,0.43952107429504395
sumar_valores_diccionario,5000000,0.6195318698883057
sumar_numpy_array,5000000,0.014021158218383789
sumar_pandas_series,5000000,0.014256000518798828
sumar_polars_series,5000000,0.38603901863098145
sumar_lista,10,1.0013580322265625e-05
sumar_tupla,10,8.106231689453125e-06
sumar_objeto,10,4.506111145019531e-05
sumar_usando_yield,10,7.152557373046875e-06
sumar_conjunto,10,6.9141387939453125e-06
sumar_valores_diccionario,10,8.106231689453125e-06
sumar_numpy_array,10,6.699562072753906e-05
sumar_pandas_series,10,0.0002429485321044922
sumar_polars_series,10,8.606910705566406e-05
sumar_lista,1000,6.914138793945312e-05
sumar_tupla,1000,0.0001518726348876953
sumar_objeto,1000,0.0005829334259033203
sumar_usando_yield,1000,7.796287536621094e-05
sumar_conjunto,1000,4.887580871582031e-05
sumar_valores_diccionario,1000,8.869171142578125e-05
sumar_numpy_array,1000,5.2928924560546875e-05
sumar_pandas_series,1000,0.00019788742065429688
sumar_polars_series,1000,0.00012183189392089844
